CAMEO_Code,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
PAN,Panama,Americas,c,2022,F,2,2,4,4,4,12,4,4,4,3,15,4,2,2,8,0,,35,3,4,4,4,15,4,4,3,11,2,2,3,3,10,4,3,3,2,12,48,83
PNG,Papua New Guinea,Asia,c,2022,PF,4,3,3,2,2,7,4,4,2,3,13,2,0,1,3,0,,23,3,4,3,4,14,3,4,3,10,3,1,1,2,7,2,2,2,2,8,39,62
PRY,Paraguay,Americas,c,2022,PF,3,3,3,4,3,10,3,4,3,2,12,2,2,2,6,0,,28,2,4,3,3,12,3,3,2,8,2,1,2,2,7,3,3,2,2,10,37,65
PER,Peru,Americas,c,2022,F,2,3,3,4,3,10,4,4,3,2,13,3,2,2,7,0,,30,3,4,4,4,15,3,3,2,8,2,2,2,2,8,4,3,2,2,11,42,72
PHL,Philippines,Asia,c,2022,PF,3,4,3,3,3,9,3,2,2,3,10,3,1,2,6,0,,25,1,4,3,3,11,2,2,2,6,1,0,1,1,3,3,2,3,2,10,30,55
POL,Poland,Europe,c,2022,F,2,2,3,4,3,10,4,4,4,4,16,3,3,2,8,0,,34,3,4,3,3,13,3,3,4,10,1,3,4,2,10,4,4,3,3,14,47,81
PRT,Portugal,Europe,c,2022,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,,39,4,4,4,4,16,3,4,4,11,4,4,3,3,14,4,4,4,3,15,56,95
QAT,Qatar,Middle East,c,2022,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,1,3,0,,7,1,2,2,2,7,1,0,1,2,1,1,3,0,5,1,1,1,1,4,18,25
ROU,Romania,Europe,c,2022,F,2,2,4,4,4,12,4,4,3,3,14,4,2,3,9,0,,35,3,3,3,4,13,4,4,3,11,3,3,3,3,12,4,2,3,3,12,48,83
RUS,Russia,Eurasia,c,2022,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,1,2,0,,5,0,1,1,1,3,0,0,2,2,1,1,0,0,2,2,1,2,2,7,14,19
RWA,Rwanda,Africa,c,2022,NF,6,6,0,1,1,2,1,0,0,1,2,1,2,1,4,0,,8,0,2,1,0,3,0,1,1,2,0,1,0,1,2,2,2,2,1,7,14,22
WSM,Samoa,Asia,c,2022,F,2,2,3,3,3,9,4,4,3,3,14,3,3,3,9,0,,32,3,3,4,4,14,4,3,4,11,4,3,4,3,14,3,3,3,3,12,51,83
SMR,San Marino,Europe,c,2022,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,,38,3,4,4,4,15,4,4,4,12,3,3,4,3,13,4,4,3,4,15,55,93
STP,Sao Tome and Principe,Africa,c,2022,F,2,2,4,4,3,11,4,4,3,4,15,4,2,3,9,0,,35,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,2,2,11,49,84
SAU,Saudi Arabia,Middle East,c,2022,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,0,1,1,2,0,0,0,0,1,1,0,0,2,0,1,0,1,2,6,7
SEN,Senegal,Africa,c,2022,PF,3,3,3,3,3,9,3,3,3,3,12,3,2,3,8,0,,29,2,4,4,3,13,1,3,3,7,2,2,2,2,8,3,3,3,2,11,39,68
SRB,Serbia,Europe,c,2022,PF,4,3,3,2,2,7,3,1,2,3,9,2,1,2,5,0,,21,2,4,3,3,12,3,2,3,8,2,2,3,2,9,4,3,3,2,12,41,62
SYC,Seychelles,Africa,c,2022,F,2,2,4,4,4,12,4,4,3,2,13,4,3,2,9,0,,34,3,4,4,3,14,3,3,3,9,2,3,3,3,11,3,3,2,3,11,45,79
SLE,Sierra Leone,Africa,c,2022,PF,3,3,3,3,4,10,2,3,3,3,11,3,1,3,7,0,,28,2,4,3,3,12,2,2,2,6,2,2,3,2,9,3,3,2,2,10,37,65
SGP,Singapore,Asia,c,2022,PF,4,4,1,2,1,4,2,2,2,2,8,2,3,2,7,0,,19,1,3,1,2,7,1,1,1,3,1,2,2,2,7,2,3,3,3,11,28,47
SVK,Slovakia,Europe,c,2022,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,,37,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,4,3,3,14,53,90
SVN,Slovenia,Europe,c,2022,F,1,2,4,4,4,12,4,4,4,4,16,4,3,3,10,0,,38,2,4,4,4,14,3,3,4,10,3,4,4,3,14,4,4,3,3,14,52,90
SLB,Solomon Islands,Asia,c,2022,F,2,2,3,3,3,9,4,4,3,3,14,3,3,1,7,0,,30,4,4,4,4,16,3,4,3,10,4,2,3,2,11,3,3,3,3,12,49,79
SOM,Somalia,Africa,c,2022,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,1,1,0,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,6,7
ZAF,South Africa,Africa,c,2022,F,2,2,4,4,4,12,3,3,3,4,13,3,2,3,8,0,,33,3,4,4,4,15,4,4,4,12,3,2,2,2,9,3,3,2,2,10,46,79
KOR,South Korea,Asia,c,2022,F,2,2,4,4,3,11,3,4,3,3,13,4,3,2,9,0,,33,3,4,3,4,14,4,3,4,11,3,3,3,3,12,4,3,3,3,13,50,83
SSD,South Sudan,Africa,c,2022,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,4,,-3,0,1,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,1
ESP,Spain,Europe,c,2022,F,1,1,4,4,4,12,4,4,4,4,16,3,3,3,9,0,,37,3,4,4,3,14,3,4,4,11,3,3,4,3,13,4,4,4,3,15,53,90
LKA,Sri Lanka,Asia,c,2022,PF,4,4,3,3,3,9,3,3,2,2,10,2,1,2,5,1,,23,2,2,2,2,8,3,3,3,9,3,1,2,1,7,2,2,2,2,8,32,55
SDN,Sudan,Africa,c,2022,NF,7,6,0,0,0,0,1,0,0,1,2,0,0,0,0,2,,0,1,2,1,1,5,0,2,0,2,0,0,0,0,0,1,1,1,0,3,10,10
SUR,Suriname,Americas,c,2022,F,2,2,4,4,3,11,4,4,3,3,14,4,2,3,9,0,,34,3,4,4,4,15,4,4,3,11,2,2,3,2,9,3,2,3,2,10,45,79
SWE,Sweden,Europe,c,2022,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
CHE,Switzerland,Europe,c,2022,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
SYR,Syria,Middle East,c,2022,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,-3,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1
TWN,Taiwan,Asia,c,2022,F,1,1,4,4,4,12,4,4,3,4,15,4,3,4,11,0,,38,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,4,3,14,56,94
TJK,Tajikistan,Eurasia,c,2022,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,1,2,0,0,0,1,1,1,1,1,1,4,8,8
TZA,Tanzania,Africa,c,2022,PF,5,5,1,1,1,3,1,1,1,2,5,1,2,1,4,0,,12,1,3,2,1,7,1,1,2,4,1,1,1,1,4,2,2,1,2,7,22,34
THA,Thailand,Asia,c,2022,NF,7,5,0,1,0,1,1,0,0,1,2,0,1,1,2,0,,5,1,3,1,1,6,1,1,1,3,1,1,1,2,5,3,2,3,2,10,24,29
TLS,Timor-Leste,Asia,c,2022,F,2,3,4,4,3,11,4,4,3,3,14,4,2,2,8,0,,33,3,3,4,4,14,3,3,2,8,2,1,3,2,8,3,2,2,2,9,39,72
TGO,Togo,Africa,c,2022,PF,5,4,1,2,1,4,2,1,1,2,6,2,1,2,5,0,,15,2,3,2,2,9,1,2,2,5,2,1,2,1,6,2,2,1,2,7,27,42
TON,Tonga,Asia,c,2022,F,2,2,3,3,3,9,4,4,3,3,14,3,2,2,7,0,,30,2,4,4,4,14,4,3,3,10,3,3,3,3,12,4,3,3,3,13,49,79
TTO,Trinidad and Tobago,Americas,c,2022,F,2,2,4,4,3,11,3,4,3,3,13,4,2,3,9,0,,33,4,4,4,4,16,4,4,3,11,3,2,2,2,9,4,3,3,3,13,49,82
TUN,Tunisia,Africa,c,2022,PF,3,3,3,2,4,9,3,4,3,3,13,1,1,2,4,0,,26,2,3,3,4,12,2,2,3,7,2,2,3,2,9,3,2,3,2,10,38,64
TUR,Turkey,Europe,c,2022,NF,5,6,2,2,1,5,2,2,3,1,8,2,1,0,3,0,,16,1,2,1,1,5,1,1,1,3,1,0,1,1,3,1,1,2,1,5,16,32
TKM,Turkmenistan,Eurasia,c,2022,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2
TUV,Tuvalu,Asia,c,2022,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,3,3,3,13,56,93
UGA,Uganda,Africa,c,2022,NF,6,5,1,1,1,3,1,1,1,2,5,1,1,1,3,0,,11,1,3,2,2,8,1,1,2,4,1,1,1,1,4,3,2,1,1,7,23,34
UKR,Ukraine,Eurasia,c,2022,PF,3,3,4,3,2,9,3,4,2,3,12,3,1,1,5,0,,26,2,3,3,3,11,3,2,3,8,1,1,2,2,6,3,2,3,2,10,35,61
ARE,United Arab Emirates,Middle East,c,2022,NF,7,6,0,1,0,1,0,0,1,1,2,0,2,0,2,0,,5,0,1,1,1,3,1,0,1,2,0,1,1,1,3,1,1,1,1,4,12,17
GBR,United Kingdom,Europe,c,2022,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,,39,4,4,3,3,14,4,4,4,12,4,3,3,3,13,4,4,4,3,15,54,93
USA,United States,Americas,c,2022,F,2,2,3,4,3,10,4,4,2,3,13,3,3,3,9,0,,32,3,4,3,4,14,4,4,3,11,3,3,3,2,11,4,4,4,3,15,51,83
URY,Uruguay,Americas,c,2022,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,4,4,4,4,16,4,4,4,12,4,3,3,4,14,4,4,4,3,15,57,97
UZB,Uzbekistan,Eurasia,c,2022,NF,7,6,0,0,1,1,0,0,0,0,0,0,0,1,1,0,,2,1,0,1,1,3,0,1,0,1,0,0,1,0,1,1,1,1,1,4,9,11
VUT,Vanuatu,Asia,c,2022,F,2,2,3,4,3,10,4,4,4,3,15,3,2,3,8,0,,33,2,4,4,4,14,4,4,3,11,4,3,3,3,13,4,3,2,2,11,49,82
VEN,Venezuela,Americas,c,2022,NF,7,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,1,3,1,1,6,0,1,1,2,0,0,0,1,1,1,1,2,0,4,13,14
VNM,Vietnam,Asia,c,2022,NF,7,6,0,0,0,0,0,0,0,1,1,0,1,1,2,0,,3,0,1,1,1,3,1,0,0,1,1,1,1,1,4,2,1,3,2,8,16,19
YEM,Yemen,Middle East,c,2022,NF,7,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,1,0,1,0,1,2,1,1,1,3,1,0,0,0,1,0,1,1,0,2,8,9
ZMB,Zambia,Africa,c,2022,PF,4,4,2,2,2,6,2,3,3,3,11,2,1,1,4,0,,21,1,3,2,2,8,1,2,3,6,2,2,2,2,8,3,2,2,1,8,30,51
ZWE,Zimbabwe,Africa,c,2022,NF,6,5,1,1,1,3,2,1,1,1,5,1,1,1,3,0,,11,1,3,2,1,7,1,1,1,3,1,0,0,1,2,2,1,1,1,5,17,28
AFG,Afghanistan,Asia,c,2021,NF,5,6,1,1,1,3,2,2,1,2,7,1,1,1,3,0,,13,2,1,1,2,6,2,1,1,4,1,0,0,1,2,0,1,0,1,2,14,27
ALB,Albania,Europe,c,2021,PF,3,3,3,3,2,8,3,3,3,3,12,3,2,2,7,0,,27,2,4,3,4,13,3,3,2,8,2,2,2,3,9,3,2,2,2,9,39,66
DZA,Algeria,Africa,c,2021,NF,6,5,1,1,1,3,1,1,1,1,4,1,1,1,3,0,,10,1,1,2,2,6,1,1,1,3,1,1,2,2,6,2,2,2,1,7,22,32
AND,Andorra,Europe,c,2021,F,1,1,4,4,4,12,4,4,4,3,15,3,4,4,11,0,,38,3,3,4,4,14,4,4,3,11,4,4,4,3,15,4,4,3,4,15,55,93
AGO,Angola,Africa,c,2021,NF,6,5,0,2,1,3,1,1,1,2,5,1,1,0,2,0,,10,1,2,2,2,7,2,2,2,6,1,1,1,2,5,1,1,1,0,3,21,31
ARG,Argentina,Americas,c,2021,F,2,2,4,4,3,11,4,4,4,4,16,3,2,3,8,0,,35,3,4,4,4,15,4,4,3,11,2,3,2,3,10,3,3,4,3,13,49,84
ARM,Armenia,Eurasia,c,2021,PF,4,4,2,2,2,6,3,3,2,2,10,2,2,2,6,0,,22,2,2,2,3,9,3,3,2,8,1,1,2,2,6,3,3,2,2,10,33,55
AUS,Australia,Asia,c,2021,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,97
AUT,Austria,Europe,c,2021,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,,37,3,3,4,4,14,4,4,4,12,4,4,4,3,15,4,4,4,3,15,56,93
AZE,Azerbaijan,Eurasia,c,2021,NF,7,6,0,0,0,0,1,0,1,0,2,0,0,0,0,0,,2,0,0,1,1,2,0,0,1,1,0,0,0,0,0,1,1,2,1,5,8,10
BHS,Bahamas,Americas,c,2021,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,,38,3,4,4,4,15,4,4,4,12,4,3,4,2,13,3,4,3,3,13,53,91
BHR,Bahrain,Middle East,c,2021,NF,7,6,0,1,1,2,0,0,0,0,0,0,2,0,2,2,,2,0,1,0,1,2,0,0,1,1,0,1,0,0,1,1,2,2,1,6,10,12
BGD,Bangladesh,Asia,c,2021,PF,5,5,1,1,2,4,2,1,2,2,7,1,1,2,4,0,,15,1,2,1,2,6,2,2,1,5,1,1,1,1,4,3,2,2,2,9,24,39
BRB,Barbados,Americas,c,2021,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,,38,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,3,4,15,57,95
BLR,Belarus,Eurasia,c,2021,NF,7,6,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,2,0,1,0,1,2,0,1,0,1,0,0,0,1,1,1,1,2,1,5,9,11
BEL,Belgium,Europe,c,2021,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
BLZ,Belize,Americas,c,2021,F,2,1,4,4,4,12,4,4,4,2,14,4,2,2,8,0,,34,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,87
BEN,Benin,Africa,c,2021,PF,4,2,3,1,1,5,2,1,3,3,9,2,2,3,7,0,,21,2,4,4,4,14,2,4,3,9,2,3,3,3,11,3,3,2,2,10,44,65
BTN,Bhutan,Asia,c,2021,PF,2,4,3,4,3,10,3,4,3,2,12,3,3,3,9,1,,30,2,2,2,3,9,2,2,1,5,3,2,2,1,8,2,3,2,2,9,31,61
BOL,Bolivia,Americas,c,2021,PF,3,3,4,4,2,10,3,2,2,3,10,3,2,2,7,0,,27,2,4,4,4,14,3,3,3,9,1,1,2,2,6,3,2,3,2,10,39,66
BIH,Bosnia and Herzegovina,Europe,c,2021,PF,4,4,2,2,2,6,3,2,2,2,9,2,1,1,4,0,,19,2,3,2,3,10,3,2,2,7,1,2,2,2,7,3,2,3,2,10,34,53
BWA,Botswana,Africa,c,2021,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,,28,2,4,3,3,12,4,4,2,10,3,3,3,2,11,3,3,2,3,11,44,72
BRA,Brazil,Americas,c,2021,F,2,3,3,3,4,10,4,4,3,3,14,3,2,2,7,0,,31,3,4,4,3,14,3,3,3,9,3,2,1,2,8,4,3,3,2,12,43,74
BRN,Brunei,Asia,c,2021,NF,6,5,0,0,0,0,1,0,1,1,3,0,3,1,4,0,,7,1,1,2,2,6,1,1,1,3,1,2,1,1,5,2,2,1,2,7,21,28
BGR,Bulgaria,Europe,c,2021,F,2,2,4,4,3,11,4,4,3,3,14,3,2,3,8,0,,33,2,3,4,4,13,4,4,3,11,3,2,3,2,10,3,3,3,2,11,45,78
BFA,Burkina Faso,Africa,c,2021,PF,4,4,2,2,3,7,2,3,2,3,10,2,2,2,6,0,,23,2,3,3,3,11,3,2,3,8,2,1,0,2,5,1,2,2,2,7,31,54
BDI,Burundi,Africa,c,2021,NF,7,6,1,0,0,1,1,0,0,2,3,0,0,0,0,0,,4,0,3,1,0,4,0,0,1,1,0,0,0,1,1,1,1,1,1,4,10,14
KHM,Cambodia,Asia,c,2021,NF,7,5,0,0,1,1,0,0,1,1,2,0,1,1,2,0,,5,1,3,2,1,7,1,1,1,3,0,1,1,1,3,2,1,2,1,6,19,24
CMR,Cameroon,Africa,c,2021,NF,6,6,0,1,0,1,1,0,1,1,3,1,1,1,3,0,,7,0,2,1,1,4,0,1,1,2,0,0,0,0,0,0,1,1,1,3,9,16
CAN,Canada,Americas,c,2021,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,4,16,58,98
